show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,date_x,crew,orig_lang,budget_x,revenue,score,genre,year_added,month_added,release_day_gap,first_country,target_ages,duration_min
s8436,Movie,the natural,Barry Levinson,"Robert Redford, Robert Duvall, Glenn Close, Kim Basinger, Wilford Brimley, Barbara Hershey, Robert Prosky, Richard Farnsworth, Joe Don Baker, John Finnegan",United States,2020-01-01 00:00:00,1984,PG,138 min,"Classic Movies, Dramas, Sports Movies",A gifted baseball player whose life has taken some startling turns becomes a 35-year-old rookie who helps a cellar-dwelling team get back in the game.,1984-09-20 00:00:00,"Robert Redford, Roy Hobbs, Robert Duvall, Max Mercy, Glenn Close, Iris Gaines, Kim Basinger, Memo Paris, Wilford Brimley, Pop Fisher, Barbara Hershey, Harriet Bird, Robert Prosky, The Judge (il giudice), Richard Farnsworth, Red Blow, Joe Don Baker, The Whammer (""Il Martello"")",English,28000000,47951979,69,"['Classic Movies', 'Dramas', 'Sports Movies']",2020,1,12886,United States,Older Kids,138
s8442,Movie,the nutcracker and the four realms,"Lasse Hallström, Joe Johnston","Mackenzie Foy, Keira Knightley, Helen Mirren, Morgan Freeman, Matthew Macfadyen, Eugenio Derbez, Miranda Hart, Jack Whitehall, Ellie Bamber, Richard E. Grant, Omid Djalili, Tom Sweet, Misty Copeland, Sergei Polunin, Meera Syal",United States,2019-05-28 00:00:00,2018,PG,99 min,Children & Family Movies,"When her late mother gifts her a key, Clara embarks on a dreamlike journey full of fantasy and conflict in this retelling of the holiday classic.",2018-11-22 00:00:00,"Mackenzie Foy, Clara Stahlbaum, Jayden Fowora-Knight, Captain Phillip Hoffman, Tom Sweet, Fritz Stahlbaum, Keira Knightley, Sugar Plum Fairy, Helen Mirren, Mother Ginger, Morgan Freeman, Drosselmeyer, Eugenio Derbez, Hawthorne, Matthew Macfadyen, Benjamin Stahlbaum, Richard E. Grant, Shiver",English,132900000,170024300,61,['Children & Family Movies'],2019,5,187,United States,Older Kids,99
s8446,Movie,the other guys,Adam McKay,"Will Ferrell, Mark Wahlberg, Eva Mendes, Michael Keaton, Steve Coogan, Ray Stevenson, Samuel L. Jackson, Dwayne Johnson, Lindsay Sloane, Natalie Zea",United States,2020-02-01 00:00:00,2010,PG-13,108 min,"Action & Adventure, Comedies",New York cops Allen and Terry toil in obscurity as lowly desk jockeys until a big break finally gives them a chance to tackle real police work.,2010-09-30 00:00:00,"Will Ferrell, Detective Allen Gamble, Mark Wahlberg, Detective Terry Hoitz, Eva Mendes, Sheila Gamble, Michael Keaton, Captain Gene Mauch, Steve Coogan, David Ershon, Ray Stevenson, Roger Wesley, Samuel L. Jackson, P.K. Highsmith, Dwayne Johnson, Christopher Danson, Lindsay Sloane, Francine",English,100000000,170936470,63,"['Action & Adventure', 'Comedies']",2020,2,3411,United States,Teens,108
s8449,Movie,the peacemaker,Mimi Leder,"George Clooney, Nicole Kidman, Marcel Iures, Aleksandr Baluev, Rene Medvesek, Gary Werntz, Randall Batinkoff, Jim Haynie, Alexander Strobele, Holt McCallany",United States,2020-01-01 00:00:00,1997,R,124 min,Action & Adventure,"After terrorists trigger a nuclear blast in Russia, a U.S. Special Forces intelligence agent and a nuclear weapons expert come to the rescue.",1997-12-04 00:00:00,"George Clooney, Lt. Col. Thomas Devoe, Nicole Kidman, Dr. Julia Kelly, Marcel Iureș, Dusan Gavrich, Aleksandr Baluev, General Aleksandr Kodoroff, Rene Medvešek, Vlado Mirich, Armin Mueller-Stahl, Dimitri Vertikoff, Goran Visnjic, Bazta Sergeant, Tamara Tunie, Jody, Gary Werntz, Terry Hamilton",English,50000000,62967368,60,['Action & Adventure'],2020,1,8063,United States,Adults,124
s8450,Movie,the pelican brief,Alan J. Pakula,"Julia Roberts, Denzel Washington, Sam Shepard, John Heard, Tony Goldwyn, James Sikking, William Atherton, Robert Culp, Stanley Tucci, John Lithgow, Hume Cronyn",United States,2019-11-01 00:00:00,1993,PG-13,141 min,"Dramas, Thrillers","When law student Darby Shaw theorizes about the assassinations of two Supreme Court justices, she is put in danger and turns to a reporter for help.",1994-03-09 00:00:00,"Julia Roberts, Darby Shaw, Denzel Washington, Gray Grantham, Sam Shepard, Thomas Callahan, John Heard, Gavin Vereek, Tony Goldwyn, Fletcher Cole, James B. Sikking, FBI Director Denton Voyles, William Atherton, Bob Gminski, Robert Culp, The President, Stanley Tucci, Khamel",English,45000000,187995859,66,"['Dramas', 'Thrillers']",2019,11,9368,United States,Teens,141
s8452,Movie,the perks of being a wallflower,Stephen Chbosky,"Logan Lerman, Emma Watson, Ezra Miller, Mae Whitman, Paul Rudd, Nina Dobrev, Johnny Simmons, Dylan McDermott, Kate Walsh, Joan Cusack, Melanie Lynskey",United States,2020-04-01 00:00:00,2012,PG-13,103 min,"Comedies, Dramas",A shy freshman struggling with depression deals with his best friend's suicide and his first love in this engaging coming-of-age tale.,2012-11-29 00:00:00,"Logan Lerman, Charlie, Emma Watson, Sam, Ezra Miller, Patrick, Mae Whitman, Mary Elizabeth, Kate Walsh, Mother, Dylan McDermott, Father, Melanie Lynskey, Aunt Helen, Nina Dobrev, Candace, Johnny Simmons, Brad",English,13000000,33069303,78,"['Comedies', 'Dramas']",2020,4,2680,United States,Teens,103
s8453,Movie,the phantom of the opera,Joel Schumacher,"Gerard Butler, Emmy Rossum, Patrick Wilson, Miranda Richardson, Minnie Driver, Ciarán Hinds, Simon Callow, Victor McGuire, Jennifer Ellison","United Kingdom, United States",2019-06-01 00:00:00,2004,PG-13,141 min,"Dramas, Music & Musicals, Romantic Movies","In 1870, a disfigured recluse roams beneath a Parisian opera house and takes under his wing a young soprano, with whom a love triangle develops.",2004-12-26 00:00:00,"Gerard Butler, The Phantom, Emmy Rossum, Christine, Patrick Wilson, Raoul, Miranda Richardson, Madame Giry, Minnie Driver, Carlotta, Ciarán Hinds, Firmin, Simon Callow, Andre, Victor McGuire, Piangi, Jennifer Ellison, Meg Giry",English,55000000,153770052,73,"['Dramas', 'Music & Musicals', 'Romantic Movies']",2019,6,5270,United Kingdom,Teens,141
s8454,Movie,the physician,Philipp Stölzl,"Tom Payne, Ben Kingsley, Stellan Skarsgård, Olivier Martinez, Emma Rigby, Elyas M'Barek, Fahri Yardim, Makram Khoury, Michael Marcus",Germany,2015-07-15 00:00:00,2013,R,155 min,"Action & Adventure, Dramas, International Movies",A medical apprentice in 11th-century Persia disguises himself as a Jew to study at a school that does not admit Christians.,2013-12-25 00:00:00,"Tom Payne, Rob Cole, Ben Kingsley, Ibn Sina (Avicenna), Stellan Skarsgård, Barber, Olivier Martinez, Shah Ala ad Daula, Emma Rigby, Rebecca, Elyas M'Barek, Karim, Fahri Yardım, Davout Hosein, Makram J. Khoury, Imam, Michael Marcus, Mirdin",English,36000000,57284237,73,"['Action & Adventure', 'Dramas', 'International Movies']",2015,7,567,Germany,Adults,155
s8455,Movie,the pink panther,Shawn Levy,"Steve Martin, Kevin Kline, Beyoncé Knowles-Carter, Jean Reno, Emily Mortimer, Henry Czerny, Kristin Chenoweth, Roger Rees, Philip Goodwin, Henri Garcin, William Abadie","United States, Czech Republic",2019-07-01 00:00:00,2006,PG,93 min,"Children & Family Movies, Comedies",Bumbling Inspector Clouseau must solve the murder of a world-famous soccer coach and catch the thief who stole his priceless diamond ring.,2006-03-09 00:00:00,"Steve Martin, Clouseau, Jean Reno, Ponton, Kevin Kline, Dreyfus, Beyoncé, Xania, Emily Mortimer, Nicole, Henry Czerny, Yuri, Kristin Chenoweth, Cherie, Roger Rees, Raymmond Laroque, Philip Goodwin, Deputy Chief Renard",English,80000000,158926474,58,"['Children & Family Movies', 'Comedies']",2019,7,4862,United States,Older Kids,93
s8459,Movie,the place beyond the pines,Derek Cianfrance,"Ryan Gosling, Bradley Cooper, Eva Mendes, Ray Liotta, Ben Mendelsohn, Rose Byrne, Mahershala Ali, Bruce Greenwood, Harris Yulin, Olga Merediz",United States,2017-05-16 00:00:00,2012,R,140 min,"Dramas, Independent Movies",A violent confrontation between a motorcycle-riding bank robber and a rookie cop spirals into a tense generational feud.,2013-03-14 00:00:00,"Ryan Gosling, Luke Glanton, Eva Mendes, Romina Gutierrez, Bradley Cooper, Avery Cross, Dane DeHaan, Jason Kancam, Emory Cohen, AJ Cross, Rose Byrne, Jennifer Cross, Mahershala Ali, Kofi Kancam, Bruce Greenwood, Bill Killcullen, Ben Mendelsohn, Robin Van Der Hook",English,15000000,47011449,70,"['Dramas', 'Independent Movies']",2017,5,1524,United States,Adults,140
s8462,Movie,the polar express,Robert Zemeckis,"Tom Hanks, Leslie Zemeckis, Eddie Deezen, Nona Gaye, Peter Scolari, Brendan King, Andy Pellick, Michael Jeter, Chris Coppola, Julene Renee",United States,2021-01-01 00:00:00,2004,G,100 min,Children & Family Movies,"In this warm-hearted tale, a young boy's faith in the holiday spirit is revived after he makes his way by train to the North Pole on Christmas Eve.",2004-11-18 00:00:00,"Tom Hanks, Hero Boy / Father / Conductor / Hobo / Scrooge / Santa Claus, Leslie Zemeckis, Sister Sarah / Mother, Eddie Deezen, Know-It-All, Nona Gaye, Hero Girl (voice), Peter Scolari, Billy - Lonely Boy, Michael Jeter, Smokey / Steamer, Josh Hutcherson, Hero Boy, Daryl Sabara, Hero Boy (voice), Jimmy Bennett, Lonely Boy (voice)",English,170000000,312183437,67,['Children & Family Movies'],2021,1,5888,United States,Kids,100
s8467,Movie,the princess and the frog,"Ron Clements, John Musker","Anika Noni Rose, Bruno Campos, Keith David, Michael-Leon Wooley, Jennifer Cody, Jim Cummings, Peter Bartlett, Jenifer Lewis, Oprah Winfrey, Terrence Howard, John Goodman, Emeril Lagasse, June Christopher, Paul Briggs, Rob Edwards, John Kassir, Fred Tatasciore, Kimberly Russell, Rif Hutton, Randy Newman, Bridget Hoffman, Corey Burton, Joe Whyte, Michael Colyar, Bruce Smith, Terri Douglas, Claudette Wells, Roger Aaron Brown, Mona Marshall, Terence Blanchard, Kwesi Boakye, Mick Wingert, David Cowgill, Peter Renaday, John Musker, Ritchie Montgomery, Jerry Kernion, Philip Proctor, Eddie Frierson",United States,2019-07-16 00:00:00,2009,G,98 min,Children & Family Movies,"In New Orleans during the Jazz Age, a beautiful girl named Tiana has a fateful encounter with frog prince who desperately wants to be human again.",2010-01-10 00:00:00,"Anika Noni Rose, Tiana (voice), Bruno Campos, Prince Naveen (voice), Keith David, Dr. Facilier (voice), Michael-Leon Wooley, Louis (voice), Jennifer Cody, Charlotte (voice), Jim Cummings, Ray (voice), Peter Bartlett, Lawrence (voice), Jenifer Lewis, Mama Odie (voice), Oprah Winfrey, Eudora (voice)",English,105000000,270997378,72,['Children & Family Movies'],2019,7,3474,United States,Kids,98
s8470,Movie,the pursuit of happyness,Gabriele Muccino,"Will Smith, Jaden Smith, Thandie Newton, Brian Howe, James Karen, Dan Castellaneta, Kurt Fuller, Takayo Fischer",United States,2019-10-01 00:00:00,2006,PG-13,117 min,Dramas,"When Chris and his son are evicted, they face trying times as a desperate Chris accepts an unpaid internship at a stock brokerage firm.",2007-01-11 00:00:00,"Will Smith, Chris Gardner, Jaden Smith, Christopher Gardner, Thandiwe Newton, Linda Gardner, Brian Howe, Jay Twistle, James Karen, Martin Frohm, Kurt Fuller, Walter Ribbon, Dan Castellaneta, Alan Frakesh, Joe Nuñez, Driver Who Hits Chris, David Fine, Big Guy Rodney",English,55000000,307311093,79,['Dramas'],2019,10,4646,United States,Teens,117
s8474,Movie,the rainmaker,Francis Ford Coppola,"Matt Damon, Danny DeVito, Claire Danes, Jon Voight, Mary Kay Place, Dean Stockwell, Teresa Wright, Virginia Madsen, Mickey Rourke, Andrew Shue","United States, Germany",2019-11-20 00:00:00,1997,PG-13,136 min,"Dramas, Thrillers",A young attorney and a scrappy paralegal work to help the parents of a terminally ill boy in their suit against an insurance company.,1998-01-22 00:00:00,"Matt Damon, Rudy Baylor, Claire Danes, Kelly Riker, Danny DeVito, Deck Shifflet, Jon Voight, Leo F. Drummond, Mary Kay Place, Dot Black, Dean Stockwell, Judge Harvey Hale, Mickey Rourke, Bruiser Stone, Danny Glover, Richter Tyrone Kipler, Virginia Madsen, Jackie Lemancyzk",English,40000000,45916769,70,"['Dramas', 'Thrillers']",2019,11,7972,United States,Teens,136
s8487,Movie,the ring,Gore Verbinski,"Naomi Watts, Martin Henderson, David Dorfman, Brian Cox, Jane Alexander, Lindsay Frost, Amber Tamblyn, Rachael Bella, Daveigh Chase, Shannon Cochran",United States,2020-01-01 00:00:00,2002,PG-13,116 min,"Horror Movies, Thrillers",A reporter watches a video that supposedly sets in motion the viewer's death in seven days. Can she unravel the mystery before her own time is up?,2002-11-14 00:00:00,"Naomi Watts, Rachel Keller, Martin Henderson, Noah Clay, David Dorfman, Aidan Keller, Brian Cox, Richard Morgan, Jane Alexander, Dr. Grasnik, Lindsay Frost, Ruth Embry, Amber Tamblyn, Katie Embry, Rachael Bella, Rebecca Kotler, Daveigh Chase, Samara Morgan",English,48000000,248218486,66,"['Horror Movies', 'Thrillers']",2020,1,6257,United States,Teens,116
s8490,Movie,the river wild,Curtis Hanson,"Meryl Streep, Kevin Bacon, David Strathairn, Joseph Mazzello, John C. Reilly, Benjamin Bratt, Elizabeth Hoffman, William Lucking, Diane Delano",United States,2018-09-01 00:00:00,1994,PG-13,111 min,Action & Adventure,"A turbulent vacation turns deadly when a fugitive and his crew kidnap a river rafting guide and her family, forcing them down the dangerous river.",1994-09-30 00:00:00,"Meryl Streep, Gail Hartman, David Strathairn, Tom Hartman, Kevin Bacon, Wade, Benjamin Bratt, Ranger Johnny, John C. Reilly, Terry, Joseph Mazzello, Roarke, Stephanie Sawyer, Willa, William Lucking, Frank, Elizabeth Hoffman, Gail's Mother",English,45000000,94215000,64,['Action & Adventure'],2018,9,8737,United States,Teens,111
s8493,Movie,the roommate,Christian E. Christiansen,"Leighton Meester, Minka Kelly, Cam Gigandet, Aly Michalka, Danneel Ackles, Frances Fisher, Tomas Arana, Billy Zane, Nina Dobrev, Matt Lanter, Kat Graham",United States,2020-04-01 00:00:00,2011,PG-13,91 min,Thrillers,"While acclimating to campus life, college freshman Sara begins to realize that her new roommate, Rebecca, is becoming obsessed with her.",2011-02-04 00:00:00,"Leighton Meester, Rebecca Evans, Minka Kelly, Sara Matthews, Cam Gigandet, Stephen, Aly Michalka, Tracy, Danneel Ackles, Irene, Frances Fisher, Rebecca's Mom, Tomas Arana, Rebecca's Dad, Billy Zane, Professor Roberts, Nina Dobrev, Maria",English,16000000,52545707,54,['Thrillers'],2020,4,3344,United States,Teens,91
s8494,Movie,the rover,David Michôd,"Guy Pearce, Robert Pattinson, Scoot McNairy, David Field, Anthony Hayes, Gillian Jones, Susan Prior, Nash Edgerton","Australia, United States",2018-07-19 00:00:00,2014,R,103 min,"International Movies, Thrillers","Set in a chaotic future, this Outback saga follows loner Eric's brutal ordeal when a criminal gang takes his car and leaves him nowhere with nothing.",2014-06-12 00:00:00,"Guy Pearce, Eric, Robert Pattinson, Rey, Scoot McNairy, Henry, David Field, Archie, Susan Prior, Dorothy Peeples, Anthony Hayes, Sgt. Rickofferson, Tawanda Manyimo, Caleb, Nash Edgerton, Town Soldier, Gillian Jones, Grandma",English,8500000,3180252,63,"['International Movies', 'Thrillers']",2018,7,1498,Australia,Adults,103
s8495,Movie,the rum diary,Bruce Robinson,"Johnny Depp, Aaron Eckhart, Michael Rispoli, Amber Heard, Richard Jenkins, Giovanni Ribisi, Amaury Nolasco, Marshall Bell, Bill Smitrovich","United States, United Kingdom",2019-12-06 00:00:00,2011,R,120 min,"Comedies, Dramas",Johnny Depp stars in this adaptation of Hunter S. Thompson's novel about a boozy journalist who moves to Puerto Rico and falls for a taken woman.,2011-10-27 00:00:00,"Johnny Depp, Paul Kemp, Amber Heard, Chenault, Aaron Eckhart, Sanderson, Michael Rispoli, Sala, Giovanni Ribisi, Moberg, Richard Jenkins, Lotterman, Amaury Nolasco, Segurra, Marshall Bell, Donavon, Bill Smitrovich, Zimburger",English,45000000,21544732,59,"['Comedies', 'Dramas']",2019,12,2962,United States,Adults,120
s8497,Movie,the salvation,Kristian Levring,"Mads Mikkelsen, Eva Green, Jeffrey Dean Morgan, Eric Cantona, Mikael Persbrandt, Douglas Henshall, Michael Raymond-James, Jonathan Pryce, Alexander Arnold, Nanna Øland Fabricius","Denmark, United Kingdom, South Africa, Sweden, Belgium",2017-03-02 00:00:00,2014,R,92 min,"Dramas, Independent Movies, International Movies","In the Old West, a Danish homesteader avenges the murder of his wife and son, only to unleash a gang leader's brutal fury.",2014-10-10 00:00:00,"Mads Mikkelsen, Jon Jensen, Eva Green, Madelaine, Jeffrey Dean Morgan, Henry Delarue, Eric Cantona, Corsican, Mikael Persbrandt, Peter Jensen, Douglas Henshall, Sheriff Mallick, Michael Raymond-James, Paul Delarue, Jonathan Pryce, Mayor Nathan Keane, Nanna Øland Fabricius, Marie Jensen",Danish,14000000,2947737,64,"['Dramas', 'Independent Movies', 'International Movies']",2017,3,874,Denmark,Adults,92
s8502,Movie,the secret life of pets 2,Chris Renaud,"Patton Oswalt, Kevin Hart, Tiffany Haddish, Jenny Slate, Eric Stonestreet, Harrison Ford, Dana Carvey, Nick Kroll, Lake Bell, Ellie Kemper, Bobby Moynihan, Hannibal Buress","United States, France, Japan",2019-12-27 00:00:00,2019,PG,86 min,"Children & Family Movies, Comedies","On a farm outside New York, Max aims to boost his confidence while in the city, Snowball attempts to rescue a tiger cub and Gidget pretends to be a cat.",2019-06-20 00:00:00,"Patton Oswalt, Max (voice), Kevin Hart, Snowball (voice), Eric Stonestreet, Duke (voice), Jenny Slate, Gidget (voice), Tiffany Haddish, Daisy (voice), Lake Bell, Chloe (voice), Nick Kroll, Sergei (voice), Dana Carvey, Pops (voice), Ellie Kemper, Katie (voice)",English,80000000,446109716,70,"['Children & Family Movies', 'Comedies']",2019,12,190,United States,Older Kids,86
s8508,Movie,the signal,"William Eubank, Will Eubank","Brenton Thwaites, Olivia Cooke, Laurence Fishburne, Beau Knapp, Lin Shaye, Robert Longstreet",United States,2018-07-13 00:00:00,2014,PG-13,97 min,"Sci-Fi & Fantasy, Thrillers","During their drive across the country, college pals Nick and Jonah – accompanied by Nick's girlfriend – run into major trouble in the Nevada desert.",2014-06-13 00:00:00,"Brenton Thwaites, Nic Eastman, Olivia Cooke, Haley Peterson, Beau Knapp, Jonah Breck, Laurence Fishburne, Dr. Wallace Damon, Robert Longstreet, James, Lin Shaye, Mirabelle, Jeffrey Grover, Gas Station Clerk, Patrick Davidson, Boy Playing Claw Game, Roy Kenny, Hazmat 1",English,4000000,2665322,60,"['Sci-Fi & Fantasy', 'Thrillers']",2018,7,1491,United States,Teens,97
s8508,Movie,the signal,"William Eubank, Will Eubank","Brenton Thwaites, Olivia Cooke, Laurence Fishburne, Beau Knapp, Lin Shaye, Robert Longstreet",United States,2018-07-13 00:00:00,2014,PG-13,97 min,"Sci-Fi & Fantasy, Thrillers","During their drive across the country, college pals Nick and Jonah – accompanied by Nick's girlfriend – run into major trouble in the Nevada desert.",2014-06-13 00:00:00,"Brenton Thwaites, Nic Eastman, Olivia Cooke, Haley Peterson, Beau Knapp, Jonah Breck, Laurence Fishburne, Dr. Wallace Damon, Robert Longstreet, James, Lin Shaye, Mirabelle, Jeffrey Grover, Gas Station Clerk, Patrick Davidson, Boy Playing Claw Game, Roy Kenny, Hazmat 1",English,50000,406299,60,"['Sci-Fi & Fantasy', 'Thrillers']",2018,7,1491,United States,Teens,97
s8512,Movie,the social network,David Fincher,"Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Armie Hammer, Max Minghella, Josh Pence, Brenda Song, Rashida Jones, John Getz, David Selby",United States,2020-04-01 00:00:00,2010,PG-13,121 min,Dramas,Director David Fincher's biographical drama chronicles the meteoric rise of Facebook CEO Mark Zuckerberg from Harvard sophomore to Internet superstar.,2010-10-28 00:00:00,"Jesse Eisenberg, Mark Zuckerberg, Andrew Garfield, Eduardo Saverin, Justin Timberlake, Sean Parker, Armie Hammer, Cameron Winklevoss / Tyler Winklevoss, Max Minghella, Divya Narendra, Rooney Mara, Erica Albright, Brenda Song, Christy Lee, Rashida Jones, Marylin Delpy, John Getz, Sy",English,40000000,224922135,73,['Dramas'],2020,4,3443,United States,Teens,121
s8514,Movie,the spectacular now,James Ponsoldt,"Miles Teller, Shailene Woodley, Brie Larson, Jennifer Jason Leigh, Mary Elizabeth Winstead, Kyle Chandler, Dayo Okeniyi, Bob Odenkirk, Andre Royo, Masam Holden",United States,2018-07-15 00:00:00,2013,R,95 min,"Dramas, Independent Movies, Romantic Movies","Classmates Aimee and Sutter form an unlikely friendship, and after helping Aimee raise her social confidence, Sutter begins falling for his creation.",2013-12-05 00:00:00,"Miles Teller, Sutter Keely, Shailene Woodley, Aimee Finecky, Masam Holden, Ricky Mehlinger, Kaitlyn Dever, Krystal Krittenbrink, Brie Larson, Cassidy Roy, Kyle Chandler, Tommy Keely, Jennifer Jason Leigh, Sara Keely, Mary Elizabeth Winstead, Holly Keely, Karen Strassman, Additional Voices (voice)",English,2500000,6916951,66,"['Dramas', 'Independent Movies', 'Romantic Movies']",2018,7,1683,United States,Adults,95
s8516,Movie,the spy next door,Brian Levant,"Jackie Chan, Amber Valletta, George Lopez, Billy Ray Cyrus, Magnús Scheving, Madeline Carroll, Will Shadley, Alina Foley, Katherine Boecher, Mia Stallard, Lucas Till",United States,2020-11-01 00:00:00,2010,PG,94 min,"Action & Adventure, Children & Family Movies, Comedies","While babysitting, an undercover agent is thrust back into the world of top-secret adventure when one his young charges downloads a classified file.",2010-03-25 00:00:00,"Jackie Chan, Bob Ho, Amber Valletta, Gillian, Madeline Carroll, Farren, Alina Foley, Nora, Magnús Scheving, Anton Poldark, Billy Ray Cyrus, Colton James, George Lopez, Glaze, Katherine Boecher, Creel, Will Shadley, Ian",English,28000000,46752858,59,"['Action & Adventure', 'Children & Family Movies', 'Comedies']",2020,11,3874,United States,Older Kids,94
s8518,Movie,the stanford prison experiment,Kyle Patrick Alvarez,"Billy Crudup, Michael Angarano, Ezra Miller, Tye Sheridan, Keir Gilchrist, Olivia Thirlby, Nelsan Ellis, Thomas Mann, Moises Arias, Gaius Charles",United States,2017-06-17 00:00:00,2015,R,122 min,"Dramas, Independent Movies, Thrillers","Conducting a study on the psychology of incarceration, a Stanford professor assigns guard and prisoner roles to 24 male test subjects in a mock jail.",2015-07-17 00:00:00,"Billy Crudup, Dr. Philip Zimbardo, Michael Angarano, Christopher Archer, Ezra Miller, Daniel Culp / Prisoner 8612, Tye Sheridan, Peter Mitchell / Prisoner 819, Olivia Thirlby, Dr. Christina Maslach, Nelsan Ellis, Jesse Fletcher, Moisés Arias, Anthony Carroll, Nicholas Braun, Karl Vandy, Gaius Charles, Paul Vogel",English,57600000,643557,69,"['Dramas', 'Independent Movies', 'Thrillers']",2017,6,701,United States,Adults,122
s8527,Movie,the talented mr. ripley,Anthony Minghella,"Matt Damon, Gwyneth Paltrow, Jude Law, Cate Blanchett, Philip Seymour Hoffman, Jack Davenport, James Rebhorn, Sergio Rubini, Philip Baker Hall, Celia Weston",United States,2020-01-01 00:00:00,1999,R,139 min,"Dramas, Thrillers","A charming sociopath maneuvers into the lush life of a young heir. But as he embraces the posh lifestyle, he'll stop at nothing to hold onto it.",1999-12-25 00:00:00,"Matt Damon, Tom Ripley, Gwyneth Paltrow, Marge Sherwood, Jude Law, Dickie Greenleaf, Cate Blanchett, Meredith Logue, Philip Seymour Hoffman, Freddie Miles, Jack Davenport, Peter Smith-Kingsley, James Rebhorn, Herbert Greenleaf, Sergio Rubini, Inspector Roverini, Philip Baker Hall, Alvin MacCarron",English,40000000,128792130,72,"['Dramas', 'Thrillers']",2020,1,7312,United States,Adults,139
s8532,Movie,the time machine,Simon Wells,"Guy Pearce, Samantha Mumba, Jeremy Irons, Mark Addy, Sienna Guillory, Phyllida Law, Alan Young, Omero Mumba, Yancey Arias, Orlando Jones","United States, United Arab Emirates",2019-11-23 00:00:00,2002,PG-13,96 min,"Action & Adventure, Sci-Fi & Fantasy","Based on the H.G. Wells classic, this adventure follows a scientist and inventor who's determined to prove to doubters that time travel is possible.",2002-04-03 00:00:00,"Guy Pearce, Alexander Hartdegen, Samantha Mumba, Mara, Omero Mumba, Kalen, Jeremy Irons, Über-Morlock, Sienna Guillory, Emma, Orlando Jones, Vox, Mark Addy, David Filby, Phyllida Law, Mrs. Watchett, Laura Kirk, Flower Seller",English,80000000,98983590,62,"['Action & Adventure', 'Sci-Fi & Fantasy']",2019,11,6443,United States,Teens,96
s8538,Movie,the trust,"Ben Brewer, Alex Brewer","Nicolas Cage, Elijah Wood, Sky Ferreira, Jerry Lewis, Eric Heister, Alexandria Lee, Ethan Suplee, Kenna James, Steven Williams, Carl Windom Carlito",United States,2019-04-01 00:00:00,2015,R,91 min,Thrillers,"Discovering the location of a vault where a drug ring keeps its riches, two run-of-the-mill Las Vegas cops hatch a dicey plan to burgle it.",2016-05-13 00:00:00,"Nicolas Cage, Jim Stone, Elijah Wood, David Waters, Sky Ferreira, Woman, Jerry Lewis, Jim's Father, Kevin Weisman, Roy, Steven Williams, Cliff, Kenna James, Captain Harris, Ethan Suplee, Detective, Eric Heister, Big Irish Guy",English,9000000,34144483.6,51,['Thrillers'],2019,4,1053,United States,Adults,91
s8541,Movie,the tuxedo,Kevin Donovan,"Jackie Chan, Jennifer Love Hewitt, Jason Isaacs, Debi Mazar, Ritchie Coster, Peter Stormare, Mia Cottet, Romany Malco, Daniel Kash",United States,2019-11-01 00:00:00,2002,PG-13,99 min,"Action & Adventure, Comedies","After a government spy is hospitalized, New York City cab driver Jimmy unwillingly takes over the spy's role – with the aid of a computerized tuxedo.",2002-12-26 00:00:00,"Jackie Chan, Jimmy Tong, Jennifer Love Hewitt, Del Blaine, Jason Isaacs, Clark Devlin, Debi Mazar, Steena, Ritchie Coster, Dietrich Banning, Peter Stormare, Dr. Simms, Mia Cottet, Cheryl, Romany Malco, Mitch, Daniel Kash, Rogers",English,60000000,104429625,57,"['Action & Adventure', 'Comedies']",2019,11,6154,United States,Teens,99
s8543,Movie,the ugly truth,Robert Luketic,"Katherine Heigl, Gerard Butler, Eric Winter, John Michael Higgins, Bree Turner, Nick Searcy, Kevin Connolly, Cheryl Hines, Bonnie Somerville, Yvette Nicole Brown, Nate Corddry, Noah Matthews",United States,2019-04-25 00:00:00,2009,R,96 min,"Comedies, Romantic Movies","A chauvinistic morning-show commentator tries to prove the relationship theories he espouses on a segment called ""The Ugly Truth.""",2009-08-06 00:00:00,"Katherine Heigl, Abby, Gerard Butler, Mike Chadway, Eric Winter, Colin, Nick Searcy, Stuart, Bree Turner, Joy, John Michael Higgins, Larry, Kevin Connolly, Jim, Cheryl Hines, Georgia, Bonnie Somerville, Elizabeth",English,38000000,205298907,65,"['Comedies', 'Romantic Movies']",2019,4,3549,United States,Adults,96
s8555,Movie,the waterboy,Frank Coraci,"Adam Sandler, Kathy Bates, Henry Winkler, Fairuza Balk, Jerry Reed, Lawrence Gilliard Jr., Blake Clark, Peter Dante, Jonathan Loughran, Al Whiting",United States,2017-03-08 00:00:00,1998,PG-13,90 min,"Comedies, Sports Movies",A water boy for a college football team has a rage that makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,1999-01-21 00:00:00,"Adam Sandler, Bobby Boucher, Kathy Bates, Mama Helen Boucher, Fairuza Balk, Vicki Vallencourt, Henry Winkler, Coach Klein, Jerry Reed, Coach Red Beaulieu, Lawrence Gilliard Jr., Derek Wallace, Blake Clark, Farmer Fran, Peter Dante, Gee Grenouille, Jonathan Loughran, Lyle Robideaux",English,23000000,190191646,60,"['Comedies', 'Sports Movies']",2017,3,6621,United States,Teens,90
